FILE_ID,EXTRA,ENGINE,STATUS,CHECKSUM,DATA_FREE,FILE_NAME,FILE_TYPE,VERSION,CHECK_TIME,ROW_FORMAT,TABLE_NAME,TABLE_ROWS,CREATE_TIME,DATA_LENGTH,EXTENT_SIZE,UPDATE_TIME,DELETED_ROWS,FREE_EXTENTS,INDEX_LENGTH,INITIAL_SIZE,MAXIMUM_SIZE,RECOVER_TIME,TABLE_SCHEMA,UPDATE_COUNT,CREATION_TIME,FULLTEXT_KEYS,TABLE_CATALOG,TOTAL_EXTENTS,AVG_ROW_LENGTH,AUTOEXTEND_SIZE,MAX_DATA_LENGTH,TABLESPACE_NAME,LAST_ACCESS_TIME,LAST_UPDATE_TIME,LOGFILE_GROUP_NAME,TRANSACTION_COUNTER,LOGFILE_GROUP_NUMBER
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1201,0,innodb_file_per_table_1201,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_actionscheduler_groups.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,907,0,innodb_file_per_table_907,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_commentmeta.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,908,0,innodb_file_per_table_908,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_comments.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,909,0,innodb_file_per_table_909,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_links.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
10,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,910,3,innodb_file_per_table_910,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_options.ibd,<blank>,<blank>,<blank>,4194304,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
9,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,911,0,innodb_file_per_table_911,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_postmeta.ibd,<blank>,<blank>,<blank>,4194304,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
9,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,912,0,innodb_file_per_table_912,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_posts.ibd,<blank>,<blank>,<blank>,4194304,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,906,0,innodb_file_per_table_906,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_term_relationships.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,905,0,innodb_file_per_table_905,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_term_taxonomy.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,903,0,innodb_file_per_table_903,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_termmeta.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,904,0,innodb_file_per_table_904,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_terms.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,902,0,innodb_file_per_table_902,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_usermeta.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,901,0,innodb_file_per_table_901,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_users.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1045,0,innodb_file_per_table_1045,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_wc_download_log.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1136,0,innodb_file_per_table_1136,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_wc_product_meta_lookup.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1137,0,innodb_file_per_table_1137,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_wc_tax_rate_classes.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,927,0,innodb_file_per_table_927,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_wc_webhooks.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,914,0,innodb_file_per_table_914,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_api_keys.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,915,0,innodb_file_per_table_915,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_attribute_taxonomies.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,916,0,innodb_file_per_table_916,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_downloadable_product_permissions.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,926,0,innodb_file_per_table_926,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_log.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,918,0,innodb_file_per_table_918,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_order_itemmeta.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,917,0,innodb_file_per_table_917,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_order_items.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,925,0,innodb_file_per_table_925,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_payment_tokenmeta.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,924,0,innodb_file_per_table_924,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_payment_tokens.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1044,0,innodb_file_per_table_1044,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_sessions.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,922,0,innodb_file_per_table_922,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_shipping_zone_locations.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,923,0,innodb_file_per_table_923,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_shipping_zone_methods.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,921,0,innodb_file_per_table_921,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_shipping_zones.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,920,0,innodb_file_per_table_920,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_tax_rate_locations.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,919,0,innodb_file_per_table_919,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_woocommerce_tax_rates.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1198,0,innodb_file_per_table_1198,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./a_zcomp_com_7/wp_x8adse_wpforms_tasks_meta.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,511,0,innodb_file_per_table_511,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./allancozart_com/wp_9itc3w_termmeta.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,769,0,innodb_file_per_table_769,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./allandb/cars.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,944,0,innodb_file_per_table_944,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./azdemo/STUDENTS.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,943,0,innodb_file_per_table_943,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./azdemo/Students2.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1070,0,innodb_file_per_table_1070,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./azdemo/Weather.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,931,0,innodb_file_per_table_931,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./azdemo/empinfo.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1098,0,innodb_file_per_table_1098,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./azdemo/movies.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1090,0,innodb_file_per_table_1090,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./azdummy/TABLE@00204.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1195,0,innodb_file_per_table_1195,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./azdummy/Users.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,1097,0,innodb_file_per_table_1097,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./azdummy/movies.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,759,0,innodb_file_per_table_759,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/hipiosbackup.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,760,0,innodb_file_per_table_760,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/hippa1.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,761,0,innodb_file_per_table_761,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/hippa1back.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,762,0,innodb_file_per_table_762,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/hippaisomap.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,763,0,innodb_file_per_table_763,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/masset.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,764,0,innodb_file_per_table_764,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/mrisk.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,768,0,innodb_file_per_table_768,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/options.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,765,0,innodb_file_per_table_765,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/riskmap.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,766,0,innodb_file_per_table_766,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/sigdocs.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,767,0,innodb_file_per_table_767,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/sigisomap.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,743,0,innodb_file_per_table_743,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/temp1.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
0,<blank>,NORMAL,<blank>,InnoDB,TABLESPACE,<blank>,<blank>,<blank>,1048576,<blank>,<blank>,<blank>,744,0,innodb_file_per_table_744,<blank>,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,./aztest20/temp2.ibd,<blank>,<blank>,<blank>,0,1048576,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
